Class,Order,Family,Genus,species,common_name,rl_id,rl_binomial,fishbase_id,fishbase_binomial
Aves,Passeriformes,Sittidae,Sitta,pygmaea,Pygmy nuthatch,22711170,Sitta pygmaea,NULL,NULL
Aves,Passeriformes,Sittidae,Sitta,pusilla,Brown-headed nuthatch,103881613,Sitta pusilla,NULL,NULL
Aves,Passeriformes,Certhiidae,Certhia,americana,American treecreeper,22711244,Certhia americana,NULL,NULL
Aves,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,Cactus wren,22711287,Campylorhynchus brunneicapillus,NULL,NULL
Aves,Passeriformes,Troglodytidae,Salpinctes,obsoletus,Rock wren,22711332,Salpinctes obsoletus,NULL,NULL
Aves,Passeriformes,Troglodytidae,Catherpes,mexicanus,Canyon wren,22711335,Catherpes mexicanus,NULL,NULL
Aves,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,Carolina wren,103887192,Thryothorus ludovicianus,NULL,NULL
Aves,Passeriformes,Troglodytidae,Thryomanes,bewickii,Bewick's wren,22711377,Thryomanes bewickii,NULL,NULL
Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,House wren,103886826,Troglodytes aedon,NULL,NULL
Aves,Passeriformes,Troglodytidae,Cistothorus,platensis,Grass wren,103886997,Cistothorus platensis,NULL,NULL
Aves,Passeriformes,Cinclidae,Cinclus,mexicanus,American dipper,22708163,Cinclus mexicanus,NULL,NULL
Aves,Passeriformes,Regulidae,Regulus,satrapa,Golden-crowned kinglet,22712594,Regulus satrapa,NULL,NULL
Aves,Passeriformes,Regulidae,Regulus,calendula,Ruby-crowned kinglet,22712567,Regulus calendula,NULL,NULL
Aves,Passeriformes,Polioptilidae,Polioptila,caerulea,Blue-grey gnatcatcher,22711581,Polioptila caerulea,NULL,NULL
Aves,Passeriformes,Polioptilidae,Polioptila,melanura,Black-tailed gnatcatcher,22711588,Polioptila melanura,NULL,NULL
Aves,Passeriformes,Turdidae,Sialia,sialis,Eastern bluebird,22708550,Sialia sialis,NULL,NULL
Aves,Passeriformes,Turdidae,Sialia,mexicana,Western bluebird,22708553,Sialia mexicana,NULL,NULL
Aves,Passeriformes,Turdidae,Sialia,currucoides,Mountain bluebird,22708556,Sialia currucoides,NULL,NULL
Aves,Passeriformes,Turdidae,Myadestes,townsendi,Townsend's solitaire,22708587,Myadestes townsendi,NULL,NULL
Aves,Passeriformes,Turdidae,Catharus,fuscescens,Veery,22708655,Catharus fuscescens,NULL,NULL
Aves,Passeriformes,Turdidae,Catharus,ustulatus,Russet-backed thrush,103881682,Catharus ustulatus,NULL,NULL
Aves,Passeriformes,Turdidae,Catharus,guttatus,Hermit thrush,22708667,Catharus guttatus,NULL,NULL
Aves,Passeriformes,Turdidae,Hylocichla,mustelina,Wood thrush,22708670,Hylocichla mustelina,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,migratorius,American robin,103889499,Turdus migratorius,NULL,NULL
Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied thrush,22708385,Ixoreus naevius,NULL,NULL
Aves,Passeriformes,Sylviidae,Chamaea,fasciata,Wrentit,22716861,Chamaea fasciata,NULL,NULL
Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Grey catbird,22711013,Dumetella carolinensis,NULL,NULL
Aves,Passeriformes,Mimidae,Mimus,polyglottos,Northern mockingbird,22711026,Mimus polyglottos,NULL,NULL
Aves,Passeriformes,Mimidae,Oreoscoptes,montanus,Sage thrasher,22711096,Oreoscoptes montanus,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,rufum,Brown thrasher,22711099,Toxostoma rufum,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,longirostre,Long-billed thrasher,22711102,Toxostoma longirostre,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,bendirei,Bendire's thrasher,22711108,Toxostoma bendirei,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,curvirostre,Curve-billed thrasher,22711115,Toxostoma curvirostre,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,redivivum,California thrasher,22711124,Toxostoma redivivum,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,crissale,Crissal thrasher,22711127,Toxostoma crissale,NULL,NULL
Aves,Passeriformes,Mimidae,Toxostoma,lecontei,Le Conte's thrasher,22711121,Toxostoma lecontei,NULL,NULL
Aves,Passeriformes,Motacillidae,Anthus,spragueii,Sprague's pipit,22718591,Anthus spragueii,NULL,NULL
Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,Cedar waxwing,22708153,Bombycilla cedrorum,NULL,NULL
Aves,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,Phainopepla,22708139,Phainopepla nitens,NULL,NULL
Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,Blue-winged warbler,22721610,Vermivora cyanoptera,NULL,NULL
Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,Golden-winged warbler,22721618,Vermivora chrysoptera,NULL,NULL
Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Tennessee warbler,22721621,Leiothlypis peregrina,NULL,NULL
Aves,Passeriformes,Parulidae,Leiothlypis,celata,Orange-crowned warbler,22721624,Leiothlypis celata,NULL,NULL
Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,Nashville warbler,22721627,Leiothlypis ruficapilla,NULL,NULL
Aves,Passeriformes,Parulidae,Leiothlypis,virginiae,Virginia's warbler,22721630,Leiothlypis virginiae,NULL,NULL
Aves,Passeriformes,Parulidae,Leiothlypis,luciae,Lucy's warbler,22721636,Leiothlypis luciae,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,americana,Northern parula,22721639,Setophaga americana,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,petechia,American yellow warbler,22721657,Setophaga petechia,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,Chestnut-sided warbler,22721664,Setophaga pensylvanica,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,magnolia,Magnolia warbler,22721667,Setophaga magnolia,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,tigrina,Cape may warbler,22721670,Setophaga tigrina,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,caerulescens,Black-throated blue warbler,22721673,Setophaga caerulescens,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,coronata,Myrtle warbler,103798425,Setophaga coronata,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,nigrescens,Black-throated grey warbler,22721679,Setophaga nigrescens,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,virens,Black-throated green warbler,22721689,Setophaga virens,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,townsendi,Townsend's warbler,22721683,Setophaga townsendi,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,occidentalis,Hermit warbler,22721686,Setophaga occidentalis,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,fusca,Blackburnian warbler,22721695,Setophaga fusca,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,dominica,Yellow-throated warbler,22724793,Setophaga dominica,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,graciae,Grace's warbler,22721708,Setophaga graciae,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,pinus,Pine warbler,22721719,Setophaga pinus,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,discolor,Prairie warbler,22721725,Setophaga discolor,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,palmarum,Palm warbler,22721731,Setophaga palmarum,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,castanea,Bay-breasted warbler,22721734,Setophaga castanea,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,striata,Blackpoll warbler,22721737,Setophaga striata,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,cerulea,Cerulean warbler,22721740,Setophaga cerulea,NULL,NULL
Aves,Passeriformes,Parulidae,Mniotilta,varia,Black-and-white warbler,22721758,Mniotilta varia,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,ruticilla,American redstart,22721762,Setophaga ruticilla,NULL,NULL
Aves,Passeriformes,Parulidae,Protonotaria,citrea,Prothonotary warbler,22721765,Protonotaria citrea,NULL,NULL
Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,Worm-eating warbler,22721768,Helmitheros vermivorum,NULL,NULL
Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,Swainson's warbler,22721776,Limnothlypis swainsonii,NULL,NULL
Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Ovenbird,22721779,Seiurus aurocapilla,NULL,NULL
Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,Northern waterthrush,22721793,Parkesia noveboracensis,NULL,NULL
Aves,Passeriformes,Parulidae,Parkesia,motacilla,Louisiana waterthrush,22721803,Parkesia motacilla,NULL,NULL
Aves,Passeriformes,Parulidae,Geothlypis,formosa,Kentucky warbler,22721812,Geothlypis formosa,NULL,NULL
Aves,Passeriformes,Parulidae,Oporornis,agilis,Connecticut warbler,22721818,Oporornis agilis,NULL,NULL
Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Mourning warbler,22721824,Geothlypis philadelphia,NULL,NULL
Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,Macgillivray's warbler,22721830,Geothlypis tolmiei,NULL,NULL
Aves,Passeriformes,Parulidae,Geothlypis,trichas,Common yellowthroat,22721836,Geothlypis trichas,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,citrina,Hooded warbler,22721876,Setophaga citrina,NULL,NULL
Aves,Passeriformes,Parulidae,Cardellina,pusilla,Wilson's warbler,22721879,Cardellina pusilla,NULL,NULL
Aves,Passeriformes,Parulidae,Cardellina,canadensis,Canada warbler,22721882,Cardellina canadensis,NULL,NULL
Aves,Passeriformes,Icteridae,Icteria,virens,Yellow-breasted chat,22722057,Icteria virens,NULL,NULL
Aves,Passeriformes,Cardinalidae,Piranga,flava,Red tanager,103811599,Piranga flava,NULL,NULL
Aves,Passeriformes,Cardinalidae,Piranga,rubra,Summer tanager,22722456,Piranga rubra,NULL,NULL
Aves,Passeriformes,Cardinalidae,Piranga,olivacea,Scarlet tanager,22722466,Piranga olivacea,NULL,NULL
Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,Western tanager,22722471,Piranga ludoviciana,NULL,NULL
Aves,Passeriformes,Passerellidae,Arremonops,rufivirgatus,Olive sparrow,22721392,Arremonops rufivirgatus,NULL,NULL
Aves,Passeriformes,Passerellidae,Pipilo,chlorurus,Green-tailed towhee,22721304,Pipilo chlorurus,NULL,NULL
Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted towhee,103772680,Pipilo maculatus,NULL,NULL
Aves,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,Eastern towhee,22721310,Pipilo erythrophthalmus,NULL,NULL
Aves,Passeriformes,Passerellidae,Melozone,fusca,Canyon towhee,22721331,Melozone fusca,NULL,NULL
Aves,Passeriformes,Passerellidae,Melozone,crissalis,California towhee,22721323,Melozone crissalis,NULL,NULL
Aves,Passeriformes,Passerellidae,Melozone,aberti,Abert's towhee,22721315,Melozone aberti,NULL,NULL
Aves,Passeriformes,Passerellidae,Peucaea,cassinii,Cassin's sparrow,22721272,Peucaea cassinii,NULL,NULL
Aves,Passeriformes,Passerellidae,Peucaea,aestivalis,Bachman's sparrow,22721256,Peucaea aestivalis,NULL,NULL
Aves,Passeriformes,Passerellidae,Aimophila,ruficeps,Rufous-crowned sparrow,22721288,Aimophila ruficeps,NULL,NULL
Aves,Passeriformes,Passerellidae,Spizella,passerina,Chipping sparrow,22721162,Spizella passerina,NULL,NULL
Aves,Passeriformes,Passerellidae,Spizella,pallida,Clay-colored sparrow,22721165,Spizella pallida,NULL,NULL
Aves,Passeriformes,Passerellidae,Spizella,breweri,Brewer's sparrow,22734705,Spizella breweri,NULL,NULL
Aves,Passeriformes,Passerellidae,Spizella,pusilla,Field sparrow,22721179,Spizella pusilla,NULL,NULL
Aves,Passeriformes,Passerellidae,Spizella,atrogularis,Black-chinned sparrow,22721185,Spizella atrogularis,NULL,NULL
Aves,Passeriformes,Passerellidae,Pooecetes,gramineus,Vesper sparrow,22721188,Pooecetes gramineus,NULL,NULL
Aves,Passeriformes,Passerellidae,Chondestes,grammacus,Lark sparrow,22721191,Chondestes grammacus,NULL,NULL
Aves,Passeriformes,Passerellidae,Amphispiza,bilineata,Black-throated sparrow,22721194,Amphispiza bilineata,NULL,NULL
Aves,Passeriformes,Passerellidae,Artemisiospiza,belli,Bell's sparrow,103780113,Artemisiospiza belli,NULL,NULL
Aves,Passeriformes,Passerellidae,Calamospiza,melanocorys,Lark bunting,22721049,Calamospiza melanocorys,NULL,NULL
Aves,Passeriformes,Passerellidae,Passerculus,sandwichensis,Savannah sparrow,103780243,Passerculus sandwichensis,NULL,NULL
Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,Grasshopper sparrow,22721144,Ammodramus savannarum,NULL,NULL
Aves,Passeriformes,Passerellidae,Passerculus,bairdii,Baird's sparrow,22721141,Passerculus bairdii,NULL,NULL
Aves,Passeriformes,Passerellidae,Passerculus,henslowii,Henslow's sparrow,22721138,Passerculus henslowii,NULL,NULL
Aves,Passeriformes,Passerellidae,Ammospiza,leconteii,Le Conte's sparrow,22721135,Ammospiza leconteii,NULL,NULL
Aves,Passeriformes,Passerellidae,Ammospiza,nelsoni,Nelson's sparrow,22728393,Ammospiza nelsoni,NULL,NULL
Aves,Passeriformes,Passerellidae,Ammospiza,maritima,Seaside sparrow,22721123,Ammospiza maritima,NULL,NULL
Aves,Passeriformes,Passerellidae,Passerella,iliaca,Red fox-sparrow,103779110,Passerella iliaca,NULL,NULL
Aves,Passeriformes,Passerellidae,Melospiza,melodia,Song sparrow,22721058,Melospiza melodia,NULL,NULL
Aves,Passeriformes,Passerellidae,Melospiza,lincolnii,Lincoln's sparrow,22721064,Melospiza lincolnii,NULL,NULL
Aves,Passeriformes,Passerellidae,Melospiza,georgiana,Swamp sparrow,22721070,Melospiza georgiana,NULL,NULL
Aves,Passeriformes,Passerellidae,Zonotrichia,albicollis,White-throated sparrow,22721085,Zonotrichia albicollis,NULL,NULL
Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,White-crowned sparrow,22721088,Zonotrichia leucophrys,NULL,NULL
Aves,Passeriformes,Passerellidae,Junco,hyemalis,Dark-eyed junco,22721097,Junco hyemalis,NULL,NULL
Aves,Passeriformes,Calcariidae,Rhynchophanes,mccownii,Mccown's longspur,22721025,Rhynchophanes mccownii,NULL,NULL
Aves,Passeriformes,Calcariidae,Calcarius,ornatus,Chestnut-collared longspur,22721040,Calcarius ornatus,NULL,NULL
Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Northern cardinal,22723819,Cardinalis cardinalis,NULL,NULL
Aves,Passeriformes,Cardinalidae,Cardinalis,sinuatus,Pyrrhuloxia,22723825,Cardinalis sinuatus,NULL,NULL
Aves,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,Rose-breasted grosbeak,22723813,Pheucticus ludovicianus,NULL,NULL
Aves,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,Black-headed grosbeak,22723816,Pheucticus melanocephalus,NULL,NULL
Aves,Passeriformes,Cardinalidae,Passerina,caerulea,Blue grosbeak,22723939,Passerina caerulea,NULL,NULL
Aves,Passeriformes,Cardinalidae,Passerina,amoena,Lazuli bunting,22723948,Passerina amoena,NULL,NULL
Aves,Passeriformes,Cardinalidae,Passerina,cyanea,Indigo bunting,22723951,Passerina cyanea,NULL,NULL
Aves,Passeriformes,Cardinalidae,Passerina,ciris,Painted bunting,22723957,Passerina ciris,NULL,NULL
Aves,Passeriformes,Cardinalidae,Spiza,americana,Dickcissel,22723796,Spiza americana,NULL,NULL
Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Bobolink,22724367,Dolichonyx oryzivorus,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Red-winged blackbird,22724191,Agelaius phoeniceus,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,tricolor,Tricolored blackbird,22724196,Agelaius tricolor,NULL,NULL
Aves,Passeriformes,Icteridae,Sturnella,magna,Eastern meadowlark,22735434,Sturnella magna,NULL,NULL
Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western meadowlark,22724256,Sturnella neglecta,NULL,NULL
Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,22724169,Xanthocephalus xanthocephalus,NULL,NULL
Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty blackbird,22724329,Euphagus carolinus,NULL,NULL
Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Brewer's blackbird,22724332,Euphagus cyanocephalus,NULL,NULL
Aves,Passeriformes,Icteridae,Quiscalus,quiscula,Common grackle,22724320,Quiscalus quiscula,NULL,NULL
Aves,Passeriformes,Icteridae,Quiscalus,major,Boat-tailed grackle,22724311,Quiscalus major,NULL,NULL
Aves,Passeriformes,Icteridae,Quiscalus,mexicanus,Great-tailed grackle,22724308,Quiscalus mexicanus,NULL,NULL
Aves,Passeriformes,Icteridae,Molothrus,aeneus,Bronzed cowbird,22732035,Molothrus aeneus,NULL,NULL
Aves,Passeriformes,Icteridae,Molothrus,ater,Brown-headed cowbird,22724354,Molothrus ater,NULL,NULL
Aves,Passeriformes,Icteridae,Icterus,spurius,Orchard oriole,103793298,Icterus spurius,NULL,NULL
Aves,Passeriformes,Icteridae,Icterus,cucullatus,Hooded oriole,22724131,Icterus cucullatus,NULL,NULL
Aves,Passeriformes,Icteridae,Icterus,galbula,Baltimore oriole,22724126,Icterus galbula,NULL,NULL
Aves,Passeriformes,Icteridae,Icterus,bullockiorum,Bullock's oriole,22729123,Icterus bullockiorum,NULL,NULL
Aves,Passeriformes,Icteridae,Icterus,parisorum,Scott's oriole,22724160,Icterus parisorum,NULL,NULL
Aves,Passeriformes,Fringillidae,Pinicola,enucleator,Pine grosbeak,22720625,Pinicola enucleator,NULL,NULL
Aves,Passeriformes,Fringillidae,Haemorhous,purpureus,Purple finch,22720553,Haemorhous purpureus,NULL,NULL
Aves,Passeriformes,Fringillidae,Haemorhous,cassinii,Cassin's finch,22720560,Haemorhous cassinii,NULL,NULL
Aves,Passeriformes,Fringillidae,Haemorhous,mexicanus,House finch,22720563,Haemorhous mexicanus,NULL,NULL
Aves,Passeriformes,Fringillidae,Loxia,leucoptera,Two-barred crossbill,22728944,Loxia leucoptera,NULL,NULL
Aves,Passeriformes,Fringillidae,Spinus,pinus,Pine siskin,22720359,Spinus pinus,NULL,NULL
Aves,Passeriformes,Fringillidae,Spinus,psaltria,Lesser goldfinch,22720410,Spinus psaltria,NULL,NULL
Aves,Passeriformes,Fringillidae,Spinus,lawrencei,Lawrence's goldfinch,22720413,Spinus lawrencei,NULL,NULL
Aves,Passeriformes,Fringillidae,Spinus,tristis,American goldfinch,22720407,Spinus tristis,NULL,NULL
Aves,Passeriformes,Fringillidae,Hesperiphona,vespertina,Evening grosbeak,22720702,Hesperiphona vespertina,NULL,NULL
Aves,Anseriformes,Anatidae,Anser,canagicus,Emperor goose,22679919,Anser canagicus,NULL,NULL
Aves,Passeriformes,Turdidae,Catharus,minimus,Grey-cheeked thrush,22708658,Catharus minimus,NULL,NULL
Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,22693811,Charadrius melodus,NULL,NULL
Aves,Piciformes,Picidae,Colaptes,auratus,Yellow-shafted flicker,22726404,Colaptes auratus,NULL,NULL
Aves,Passeriformes,Parulidae,Setophaga,kirtlandii,Kirtland's warbler,22721722,Setophaga kirtlandii,NULL,NULL
Aves,Passeriformes,Tyrannidae,Empidonax,traillii,Willow flycatcher,22699848,Empidonax traillii,NULL,NULL
Aves,Cathartiformes,Cathartidae,Gymnogyps,californianus,California condor,22697636,Gymnogyps californianus,NULL,NULL
Aves,Psittaciformes,Psittacidae,Ognorhynchus,icterotis,Yellow-eared parrot,22685760,Ognorhynchus icterotis,NULL,NULL
Aves,Piciformes,Picidae,Picoides,arcticus,Black-backed woodpecker,22681181,Picoides arcticus,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American woodcock,22693072,Scolopax minor,NULL,NULL
Aves,Passeriformes,Passerellidae,Passerella,arborea,American tree sparrow,22721159,Passerella arborea,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Alces,americanus,Moose,56003281,Alces alces,NULL,NULL
Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,1677,Antilocapra americana,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Bison,bison,American bison / Wood bison / Plains bison,2815,Bison bison,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,3745,Canis latrans,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,gapperi,Southern red-backed vole,42617,Myodes gapperi,NULL,NULL
Mammalia,Carnivora,Felidae,Puma,concolor,Mountain lion / Puma / Cougar,18868,Puma concolor,NULL,NULL
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,39553,Glaucomys sabrinus,NULL,NULL
Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe hare,41273,Lepus americanus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver island marmot,12828,Marmota vancouverensis,NULL,NULL
Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,41648,Martes americana,NULL,NULL
Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Skunk / Striped skunk,41635,Mephitis mephitis,NULL,NULL
Mammalia,Rodentia,Cricetidae,Microtus,montanus,Montane vole,42630,Microtus montanus,NULL,NULL
Mammalia,Rodentia,Dipodidae,Napaeozapus,insignis,Woodland jumping mouse,42612,Napaeozapus insignis,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,42394,Odocoileus virginianus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,15735,Ovis canadensis,NULL,NULL
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,16672,Peromyscus maniculatus,NULL,NULL
Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,41686,Procyon lotor,NULL,NULL
Mammalia,Rodentia,Sciuridae,Spermophilus,columbianus,Columbian ground squirrel,42466,Urocitellus columbianus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Spermophilus,franklinii,Franklin's ground squirrel,41787,Poliocitellus franklinii,NULL,NULL
Mammalia,Rodentia,Sciuridae,Spermophilus,tridecemlineatus,Thirteen-line ground squirrel,42564,Ictidomys tridecemlineatus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamias,minimus,Eastern chipmunk / Least chipmunk,42572,Neotamias minimus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern chipmunk,42583,Tamias striatus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,42587,Tamiasciurus hudsonicus,NULL,NULL
Mammalia,Carnivora,Canidae,Vulpes,velox,Swift fox,23059,Vulpes velox,NULL,NULL
Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red fox,23062,Vulpes vulpes,NULL,NULL
Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,15933,Pan troglodytes,NULL,NULL
Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Red-tailed monkey,4212,Cercopithecus ascanius,NULL,NULL
Aves,Bucerotiformes,Upupidae,Upupa,epops,Common hoopoe,22682655,Upupa epops,NULL,NULL
Aves,Piciformes,Picidae,Picus,canus,Grey-faced woodpecker,22726503,Picus canus,NULL,NULL
Aves,Piciformes,Picidae,Dryobates,minor,Lesser spotted woodpecker,22681076,Dryobates minor,NULL,NULL
Aves,Passeriformes,Alaudidae,Galerida,cristata,Crested lark,22717383,Galerida cristata,NULL,NULL
Aves,Passeriformes,Muscicapidae,Luscinia,megarhynchos,Common nightingale,22709696,Luscinia megarhynchos,NULL,NULL
Aves,Passeriformes,Scotocercidae,Cettia,cetti,Cetti's warbler,22714445,Cettia cetti,NULL,NULL
Aves,Passeriformes,Cisticolidae,Cisticola,juncidis,Zitting cisticola,22713491,Cisticola juncidis,NULL,NULL
Aves,Passeriformes,Sylviidae,Sylvia,melanocephala,Sardinian warbler,22716959,Sylvia melanocephala,NULL,NULL
Aves,Passeriformes,Muscicapidae,Ficedula,albicollis,Collared flycatcher,22709315,Ficedula albicollis,NULL,NULL
Aves,Passeriformes,Certhiidae,Certhia,brachydactyla,Short-toed treecreeper,22711249,Certhia brachydactyla,NULL,NULL
Aves,Passeriformes,Oriolidae,Oriolus,oriolus,Eurasian golden oriole,103692938,Oriolus oriolus,NULL,NULL
Aves,Passeriformes,Laniidae,Lanius,senator,Woodchat shrike,22705095,Lanius senator,NULL,NULL
Aves,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,Hawfinch,22720681,Coccothraustes coccothraustes,NULL,NULL
Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Bridled nailtail wallaby,15330,Onychogalea fraenata,NULL,NULL
Reptilia,Squamata,Colubridae,Pantherophis,obsoletus,Black rat snake,63864,Pantherophis obsoletus,NULL,NULL
Aves,Psittaciformes,Cacatuidae,Cacatua,sulphurea,Yellow-crested cockatoo,22684777,Cacatua sulphurea,NULL,NULL
Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,American alligator,46583,Alligator mississippiensis,NULL,NULL
Aves,Passeriformes,Monarchidae,Chasiempis,sandwichensis,Hawaii elepaio,22736440,Chasiempis sandwichensis,NULL,NULL
Aves,Passeriformes,Turdidae,Myadestes,obscurus,Omao,22708579,Myadestes obscurus,NULL,NULL
Aves,Passeriformes,Fringillidae,Chlorodrepanis,virens,Hawaii amakihi,22720766,Chlorodrepanis virens,NULL,NULL
Aves,Passeriformes,Fringillidae,Drepanis,coccinea,Iiwi,22720844,Drepanis coccinea,NULL,NULL
Aves,Passeriformes,Fringillidae,Himatione,sanguinea,Apapane ,103828426,Himatione sanguinea,NULL,NULL
Aves,Passeriformes,Leiotrichidae,Leiothrix,lutea,Red-billed leiothrix,22716522,Leiothrix lutea,NULL,NULL
Aves,Passeriformes,Zosteropidae,Zosterops,japonicus,Japanese white-eye,22714033,Zosterops japonicus,NULL,NULL
Aves,Passeriformes,Fringillidae,Hemignathus,wilsoni,Akiapolaau,22720799,Hemignathus wilsoni,NULL,NULL
Aves,Passeriformes,Fringillidae,Manucerthia,mana,Hawaii creeper,22720814,Manucerthia mana,NULL,NULL
Aves,Passeriformes,Fringillidae,Loxops,coccineus,Hawaii akepa,103823991,Loxops coccineus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,22695656,Accipiter cooperii,NULL,NULL
Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,22734130,Accipiter striatus,NULL,NULL
Aves,Passeriformes,Tyrannidae,Empidonax,alnorum,Alder flycatcher,22699845,Empidonax alnorum,NULL,NULL
Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Pacific-slope flycatcher,22699871,Empidonax difficilis,NULL,NULL
Aves,Piciformes,Picidae,Picoides,tridactylus,Three-toed woodpecker,22727137,Picoides tridactylus,NULL,NULL
Aves,Gruiformes,Rallidae,Rallus,limicola,Virginia rail,22692479,Rallus limicola,NULL,NULL
Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded merganser,22680472,Lophodytes cucullatus,NULL,NULL
